,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
724,725,20,4,86.0,13286,2,0.0,2,2,2,1,1,5,5,4,6,5,2007,2008,5,3,15,3.0,340.0,4,4,6,4.0,3.0,1.0,6.0,1234,4.0,0,464,6,5,2,5.0,1698,0,0,1,0,2,0,3,1,4,8,7,4.0,5.0,3.0,768,4.0,5.0,3,327,64,0,0,0,0,0.0,0,2,2009,6,5,320000
725,726,20,4,60.0,6960,2,0.0,1,2,2,1,1,5,5,4,6,6,1970,1970,2,3,11,0.0,0.0,2,4,3,2.0,3.0,1.0,4.0,375,1.0,239,250,6,3,2,5.0,864,0,0,0,0,1,0,3,1,3,5,7,0.0,2.0,1.0,660,4.0,5.0,3,96,0,0,0,0,0,2.0,500,11,2009,6,5,120500
726,727,20,4,0.0,21695,2,0.0,2,2,2,2,1,5,5,4,6,9,1988,2007,5,3,11,2.0,260.0,3,3,3,3.0,3.0,1.0,6.0,808,4.0,0,72,6,5,2,5.0,1680,0,0,1,0,2,0,3,1,3,5,7,4.0,5.0,3.0,540,4.0,5.0,3,292,44,0,182,0,0,0.0,0,12,2009,6,5,222000
727,728,20,4,64.0,7314,2,0.0,1,2,2,1,1,5,5,4,6,5,2007,2007,2,3,14,3.0,82.0,3,4,6,3.0,3.0,3.0,6.0,724,4.0,0,508,6,5,2,5.0,1232,0,0,1,0,2,0,2,1,3,6,7,0.0,5.0,2.0,632,4.0,5.0,3,132,0,0,0,0,0,0.0,0,2,2009,6,5,194500
728,729,90,4,85.0,11475,2,0.0,1,2,2,2,1,5,5,2,6,5,1958,1958,2,3,14,2.0,95.0,2,4,3,2.0,3.0,1.0,5.0,0,4.0,0,1584,6,3,2,5.0,1776,0,0,1,0,2,0,4,2,2,9,7,0.0,2.0,1.0,888,4.0,5.0,3,0,25,0,0,0,0,0.0,0,7,2009,5,2,110000
729,730,30,2,52.0,6240,2,1.0,1,2,2,1,1,5,5,4,3,5,1925,1950,2,3,6,0.0,0.0,2,4,3,2.0,3.0,1.0,2.0,152,4.0,0,628,6,3,2,4.0,848,0,360,0,0,1,0,2,1,2,5,7,0.0,2.0,1.0,539,4.0,5.0,3,0,23,112,0,0,0,0.0,0,1,2009,6,5,103000
730,731,120,4,39.0,5389,2,0.0,2,2,2,1,1,5,5,5,6,5,1995,1996,2,3,15,0.0,0.0,3,4,6,3.0,3.0,1.0,6.0,1180,4.0,0,415,6,5,2,5.0,1616,0,0,1,0,2,0,2,1,3,5,7,3.0,5.0,2.0,608,4.0,5.0,3,237,152,0,0,0,0,0.0,0,3,2010,6,5,236500
731,732,80,4,73.0,9590,2,0.0,2,2,2,2,1,5,5,4,5,5,2003,2003,2,3,14,2.0,442.0,3,4,6,4.0,3.0,3.0,6.0,786,4.0,0,82,6,5,2,5.0,1146,0,0,1,0,2,0,3,1,3,6,7,4.0,5.0,3.0,438,4.0,5.0,3,160,22,0,0,0,0,0.0,0,5,2007,6,5,187500
732,733,60,4,75.0,11404,2,0.0,2,2,2,1,1,5,5,4,8,5,1998,1999,2,3,14,2.0,202.0,3,4,6,3.0,3.0,3.0,4.0,252,4.0,0,901,6,5,2,5.0,1153,878,0,0,0,2,1,3,1,3,8,7,3.0,5.0,3.0,541,4.0,5.0,3,192,84,0,0,0,0,0.0,0,7,2008,6,5,222500
733,734,20,4,80.0,10000,2,0.0,1,2,2,2,1,3,5,4,6,6,1961,1983,5,3,10,0.0,0.0,2,4,3,2.0,3.0,1.0,2.0,594,4.0,0,270,6,5,2,5.0,1144,0,0,1,0,1,0,3,1,2,6,7,3.0,5.0,2.0,264,4.0,5.0,3,165,0,0,0,0,0,2.0,400,3,2009,6,5,131400
734,735,20,4,0.0,8978,2,0.0,2,2,2,2,1,5,5,4,6,5,1968,1968,2,3,11,0.0,0.0,2,4,6,2.0,3.0,1.0,5.0,0,4.0,0,948,6,3,2,5.0,948,0,0,0,0,1,0,3,1,2,6,7,0.0,5.0,1.0,300,4.0,5.0,3,147,0,0,0,0,0,0.0,0,5,2007,6,3,108000
735,736,75,2,60.0,10800,2,0.0,1,2,2,1,1,5,5,4,4,7,1914,1970,2,3,5,0.0,0.0,2,4,2,3.0,3.0,2.0,1.0,390,4.0,0,490,5,2,1,5.0,880,888,0,0,0,1,1,2,1,2,6,7,3.0,2.0,1.0,320,4.0,5.0,1,0,341,0,0,0,0,0.0,0,10,2006,6,5,163000
736,737,90,4,60.0,8544,2,0.0,1,2,2,1,1,5,5,2,6,4,1950,1950,2,3,9,0.0,0.0,2,4,3,0.0,0.0,0.0,0.0,0,0.0,0,0,6,4,1,3.0,1040,0,0,0,0,2,0,2,2,2,6,7,0.0,2.0,1.0,400,4.0,5.0,3,0,0,0,0,0,0,0.0,0,7,2006,6,5,93500
737,738,60,4,72.0,10463,2,0.0,2,4,2,4,1,5,5,4,8,5,2005,2005,2,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,893,6,5,2,5.0,901,900,0,0,0,2,1,3,1,3,8,7,4.0,5.0,3.0,800,4.0,5.0,3,0,116,0,0,0,0,0.0,0,6,2006,6,5,239900
738,739,90,4,60.0,10800,2,0.0,1,2,2,1,1,5,5,2,6,5,1987,1988,2,3,11,0.0,0.0,2,4,3,3.0,4.0,4.0,6.0,1200,4.0,0,0,6,3,2,5.0,1200,0,0,3,0,3,0,3,1,2,5,7,0.0,0.0,0.0,0,0.0,0.0,3,120,0,0,0,0,0,0.0,0,3,2009,6,4,179000
739,740,60,4,65.0,9313,2,0.0,2,2,2,1,1,5,5,4,8,5,2004,2004,2,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,864,6,5,2,5.0,864,864,0,0,0,2,1,3,1,3,7,7,0.0,5.0,2.0,572,4.0,5.0,3,187,56,0,0,0,0,0.0,0,4,2009,6,5,190000
740,741,70,2,60.0,9600,2,1.0,1,2,2,1,1,5,5,4,8,7,1910,2002,2,3,7,0.0,0.0,2,3,2,1.0,2.0,1.0,5.0,0,4.0,0,264,6,5,2,5.0,768,664,0,0,0,2,0,2,1,2,7,7,0.0,2.0,1.0,360,4.0,4.0,3,270,0,112,0,0,0,0.0,0,5,2007,6,2,132000
741,742,20,4,65.0,6768,2,0.0,2,2,2,1,1,3,5,4,6,8,1961,1996,5,3,10,0.0,0.0,2,3,3,2.0,3.0,2.0,6.0,832,4.0,0,80,6,4,2,5.0,912,0,0,1,1,1,0,3,1,3,5,7,0.0,2.0,1.0,288,4.0,5.0,3,168,0,0,0,0,0,0.0,0,5,2008,6,5,142000
742,743,20,4,65.0,8450,2,0.0,1,2,2,1,1,5,5,4,6,5,2000,2001,2,3,14,2.0,108.0,2,4,6,3.0,3.0,1.0,5.0,0,4.0,0,1349,6,5,2,5.0,1349,0,0,0,0,2,0,3,1,2,6,7,0.0,5.0,1.0,539,4.0,5.0,3,120,55,0,0,0,0,0.0,0,12,2007,6,5,179000
743,744,80,4,70.0,12886,2,0.0,2,2,2,1,1,5,5,4,5,6,1963,1999,2,3,10,0.0,0.0,2,4,3,3.0,3.0,3.0,4.0,444,4.0,0,76,6,5,2,5.0,1464,0,0,0,1,2,0,3,1,2,6,4,3.0,5.0,2.0,480,4.0,5.0,3,302,0,0,0,100,0,0.0,0,10,2009,6,5,175000
744,745,120,4,41.0,5395,2,0.0,2,4,2,1,1,5,5,5,6,5,1993,1993,2,3,10,0.0,0.0,3,4,6,3.0,3.0,1.0,6.0,733,4.0,0,604,6,4,2,5.0,1337,0,0,1,0,2,0,2,1,3,5,7,3.0,5.0,2.0,462,4.0,5.0,3,96,0,70,168,0,0,0.0,0,10,2008,6,5,180000
745,746,60,4,0.0,8963,2,0.0,2,2,2,1,1,5,5,4,8,9,1976,1996,5,3,14,2.0,289.0,4,3,3,2.0,4.0,1.0,6.0,575,6.0,80,487,6,5,2,5.0,1175,1540,0,0,1,3,1,4,1,3,11,7,3.0,6.0,3.0,831,4.0,5.0,3,0,204,0,0,0,0,0.0,0,7,2008,6,5,299800
746,747,60,4,0.0,8795,2,0.0,2,2,2,1,1,5,5,4,8,5,2000,2000,2,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,6.0,300,4.0,0,652,6,5,2,5.0,980,1276,0,0,0,2,1,4,1,3,8,7,3.0,6.0,3.0,554,4.0,5.0,3,224,54,0,0,0,0,0.0,0,4,2009,6,5,236000
747,748,70,2,65.0,11700,2,2.0,2,2,2,2,1,5,5,4,8,7,1880,2003,3,3,8,0.0,0.0,3,4,4,2.0,2.0,1.0,5.0,0,4.0,0,1240,5,3,1,5.0,1320,1320,0,0,0,1,1,4,1,3,8,7,4.0,2.0,1.0,864,4.0,5.0,1,181,0,386,0,0,0,0.0,0,5,2009,6,5,265979
748,749,20,4,59.0,10593,2,0.0,2,2,2,1,1,5,5,4,6,5,1996,1996,5,3,14,2.0,338.0,3,4,6,3.0,3.0,1.0,6.0,919,4.0,0,801,6,5,2,5.0,1720,0,0,1,0,2,0,3,1,3,7,7,3.0,5.0,3.0,527,4.0,5.0,3,240,56,154,0,0,0,0.0,0,3,2010,6,5,260400
749,750,50,4,50.0,8405,2,0.0,1,2,2,1,1,5,5,4,3,3,1945,1950,2,3,7,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0,0.0,0,0,3,3,1,3.0,1088,441,0,0,0,2,0,4,1,2,9,3,0.0,2.0,1.0,240,4.0,5.0,1,92,0,185,0,0,0,0.0,0,4,2009,6,5,98000
750,751,50,2,55.0,8800,2,1.0,1,2,2,2,1,5,5,4,3,7,1910,2004,2,3,5,0.0,0.0,2,4,2,2.0,2.0,1.0,5.0,0,4.0,0,576,6,4,2,5.0,792,348,0,0,0,1,0,3,1,2,7,4,0.0,0.0,0.0,0,0.0,0.0,1,0,160,0,0,0,0,0.0,0,6,2010,6,5,96500
751,752,60,4,0.0,7750,2,0.0,1,2,2,1,1,4,5,4,8,5,2003,2003,2,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,660,6,5,2,5.0,660,660,0,0,0,2,1,3,1,3,6,7,0.0,5.0,3.0,400,4.0,5.0,3,0,48,0,0,0,0,0.0,0,8,2007,6,5,162000
752,753,20,4,79.0,9236,2,0.0,2,2,2,1,1,5,5,4,6,5,1997,1997,2,3,14,0.0,0.0,2,3,6,3.0,3.0,4.0,6.0,1200,4.0,0,279,6,5,2,5.0,1494,0,0,1,0,2,0,3,1,3,6,7,0.0,5.0,2.0,576,4.0,5.0,3,168,27,0,0,0,0,0.0,0,7,2006,6,5,217000
753,754,60,4,80.0,10240,2,0.0,1,2,2,1,1,5,5,4,8,5,2005,2005,2,3,14,2.0,178.0,3,4,6,3.0,3.0,2.0,5.0,0,4.0,0,1030,6,4,2,5.0,1038,1060,0,0,0,2,1,3,1,4,8,7,4.0,5.0,2.0,878,4.0,5.0,3,192,52,0,0,0,0,0.0,0,3,2006,6,5,275500
754,755,20,4,61.0,7930,2,0.0,1,2,2,1,1,5,5,4,6,8,1969,2005,2,3,11,0.0,0.0,2,4,3,2.0,3.0,1.0,6.0,439,3.0,472,115,6,4,2,5.0,1026,0,0,1,0,1,0,3,1,3,5,7,0.0,2.0,2.0,440,4.0,5.0,3,171,48,0,0,0,0,0.0,0,7,2009,6,5,156000
755,756,160,5,34.0,3230,2,2.0,1,2,2,1,1,5,5,5,8,5,1999,1999,2,3,6,2.0,894.0,2,4,6,3.0,3.0,1.0,6.0,381,4.0,0,348,6,4,2,5.0,742,729,0,0,0,2,1,3,1,2,6,7,0.0,2.0,1.0,440,4.0,5.0,3,0,24,0,0,0,0,0.0,0,3,2009,6,5,172500
756,757,60,4,68.0,10769,2,0.0,2,2,2,1,1,5,5,4,8,5,2007,2007,2,3,14,0.0,0.0,3,4,6,3.0,3.0,3.0,6.0,20,4.0,0,846,6,5,2,5.0,866,902,0,0,0,2,1,3,1,3,7,7,0.0,5.0,2.0,578,4.0,5.0,3,144,105,0,0,0,0,0.0,0,4,2009,6,5,212000
757,758,60,4,0.0,11616,2,0.0,2,2,2,4,1,5,5,4,8,5,1978,1978,5,3,10,1.0,328.0,2,4,3,2.0,3.0,2.0,1.0,438,4.0,0,234,6,3,2,5.0,672,714,0,0,0,2,1,3,1,2,6,7,3.0,5.0,3.0,440,4.0,5.0,3,335,0,0,0,0,0,0.0,0,4,2010,6,2,158900
758,759,160,5,24.0,2280,2,2.0,1,2,2,1,1,5,5,3,8,5,1999,1999,2,3,6,2.0,360.0,2,4,6,3.0,3.0,1.0,4.0,549,4.0,0,195,6,4,2,5.0,757,744,0,0,0,2,1,3,1,2,6,7,0.0,2.0,1.0,440,4.0,5.0,3,0,0,0,0,0,0,0.0,0,8,2008,6,5,179400
759,760,60,4,65.0,12257,2,0.0,2,2,2,1,1,5,5,4,8,5,1995,1995,2,3,14,2.0,513.0,3,4,6,3.0,3.0,3.0,3.0,56,6.0,64,1198,6,5,2,5.0,1328,1203,0,0,0,2,1,4,1,3,9,7,3.0,5.0,2.0,752,4.0,5.0,3,222,98,0,0,0,0,0.0,0,11,2007,6,5,290000
760,761,20,4,70.0,9100,2,0.0,1,2,2,1,1,5,5,4,6,6,1959,1959,5,3,5,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,612,4.0,0,252,6,5,2,5.0,864,0,0,0,0,1,0,2,1,2,5,7,0.0,2.0,1.0,300,3.0,3.0,3,0,0,0,0,0,0,2.0,450,10,2009,6,5,127500
761,762,30,2,60.0,6911,2,0.0,1,2,2,3,1,3,5,4,6,5,1924,1950,2,3,5,0.0,0.0,2,4,6,2.0,3.0,2.0,3.0,405,4.0,0,740,6,3,2,5.0,1301,0,0,0,0,1,0,2,1,1,5,5,0.0,2.0,1.0,440,4.0,5.0,3,0,0,0,0,0,0,0.0,0,10,2009,6,5,100000
762,763,60,5,72.0,8640,2,0.0,1,2,2,1,1,5,5,4,8,5,2009,2009,2,3,14,0.0,0.0,2,4,6,3.0,3.0,2.0,6.0,24,4.0,0,732,6,5,2,5.0,764,783,0,0,0,2,1,3,1,3,7,7,0.0,5.0,1.0,614,4.0,5.0,3,169,45,0,0,0,0,0.0,0,6,2010,9,5,215200
763,764,60,4,82.0,9430,2,0.0,1,2,2,1,1,5,5,4,8,5,1999,1999,2,3,14,2.0,673.0,3,4,6,3.0,3.0,2.0,6.0,1163,4.0,0,89,6,5,2,5.0,1268,1097,0,1,0,2,1,3,1,3,8,7,4.0,5.0,2.0,856,4.0,5.0,3,0,128,0,0,180,0,0.0,0,7,2009,6,5,337000
764,765,120,4,30.0,9549,2,0.0,2,2,2,4,1,5,5,5,6,5,1995,1996,5,3,12,0.0,0.0,3,3,6,3.0,4.0,3.0,3.0,437,5.0,1057,0,6,5,2,5.0,1494,0,0,1,0,1,1,2,1,4,6,7,4.0,5.0,3.0,481,4.0,5.0,3,0,30,0,0,216,0,0.0,0,4,2006,6,5,270000
765,766,20,4,75.0,14587,2,0.0,2,2,2,1,1,5,5,4,6,5,2008,2008,2,3,14,3.0,284.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,1498,6,5,2,5.0,1506,0,0,0,0,2,0,2,1,4,6,7,4.0,5.0,3.0,592,4.0,5.0,3,0,174,0,0,0,0,0.0,0,8,2008,8,6,264132
766,767,60,4,80.0,10421,2,0.0,1,2,2,1,1,5,5,4,8,5,1988,1988,2,3,10,2.0,42.0,2,4,3,3.0,3.0,1.0,6.0,394,4.0,0,586,6,3,2,5.0,980,734,0,0,0,2,1,3,1,2,7,7,3.0,5.0,1.0,496,4.0,5.0,3,228,66,156,0,0,0,2.0,500,3,2010,6,5,196500
767,768,50,4,75.0,12508,2,0.0,2,2,2,1,1,5,5,4,3,7,1940,1985,2,3,14,0.0,0.0,2,4,3,3.0,3.0,2.0,4.0,660,4.0,0,323,6,5,2,5.0,983,767,0,1,0,2,0,4,1,2,7,3,0.0,5.0,1.0,423,4.0,5.0,3,245,0,156,0,0,0,2.0,1300,7,2008,6,5,160000
768,769,20,4,70.0,9100,2,0.0,1,2,2,1,1,5,5,4,6,5,2004,2005,5,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,6.0,24,4.0,0,1836,6,5,2,5.0,1836,0,0,0,0,2,0,3,1,3,8,7,4.0,5.0,3.0,484,4.0,5.0,3,120,33,0,0,0,0,0.0,0,10,2006,6,5,216837
770,771,85,4,0.0,7252,2,0.0,2,2,2,4,1,5,5,4,2,5,1982,1982,5,3,5,0.0,0.0,2,4,3,3.0,3.0,3.0,6.0,685,4.0,0,173,6,3,2,5.0,858,0,0,1,0,1,0,2,1,2,5,7,0.0,2.0,1.0,576,4.0,5.0,3,120,0,0,0,0,0,0.0,0,4,2009,6,5,134900
771,772,20,4,67.0,8877,2,0.0,1,2,2,1,1,5,5,4,6,5,1951,1951,2,3,5,0.0,0.0,2,4,3,1.0,2.0,1.0,3.0,836,4.0,0,0,6,3,2,3.0,1220,0,0,0,0,1,0,2,1,2,6,7,0.0,2.0,1.0,396,4.0,5.0,3,0,0,0,0,0,0,0.0,0,4,2006,5,5,102000
772,773,80,4,94.0,7819,2,0.0,1,2,2,1,1,5,5,4,5,5,1976,1976,2,3,11,0.0,0.0,2,4,3,2.0,3.0,3.0,4.0,422,1.0,127,480,6,3,2,5.0,1117,0,0,1,0,1,0,3,1,2,6,7,3.0,2.0,1.0,672,4.0,5.0,3,144,0,0,0,0,0,0.0,0,3,2010,6,2,107000
773,774,20,4,70.0,10150,2,0.0,1,2,2,1,1,3,5,4,6,5,1958,1958,2,3,5,0.0,1.0,2,4,3,2.0,3.0,1.0,1.0,456,4.0,0,456,6,5,2,4.0,912,0,0,0,0,1,0,2,1,2,5,7,0.0,5.0,2.0,275,4.0,5.0,3,0,0,0,0,0,0,0.0,0,7,2007,5,5,114500
774,775,20,4,110.0,14226,2,0.0,1,2,2,2,1,5,5,4,6,5,2006,2006,5,3,14,2.0,375.0,3,4,6,3.0,3.0,3.0,5.0,0,4.0,0,1935,6,4,2,5.0,1973,0,0,0,0,2,0,3,1,3,9,7,4.0,5.0,3.0,895,4.0,5.0,3,315,45,0,0,0,0,0.0,0,7,2007,8,6,395000
775,776,120,2,32.0,4500,2,0.0,1,2,2,3,1,5,5,5,6,5,1998,1998,5,3,14,2.0,320.0,2,4,6,4.0,3.0,1.0,6.0,866,4.0,0,338,6,5,2,5.0,1204,0,0,1,0,2,0,2,1,2,5,7,0.0,5.0,3.0,412,4.0,5.0,3,0,247,0,0,0,0,0.0,0,6,2009,6,5,162000
776,777,20,4,86.0,11210,2,0.0,2,2,2,1,1,5,5,4,6,5,2005,2006,2,3,14,2.0,240.0,3,4,6,3.0,3.0,3.0,6.0,20,4.0,0,1594,6,5,2,5.0,1614,0,0,0,0,2,0,3,1,3,7,7,0.0,5.0,2.0,865,4.0,5.0,3,144,59,0,0,0,0,0.0,0,7,2006,8,6,221500
777,778,20,4,100.0,13350,2,0.0,2,2,2,1,1,5,5,4,6,5,1974,1974,5,3,11,0.0,0.0,2,4,3,2.0,3.0,1.0,4.0,762,4.0,0,102,6,3,2,5.0,894,0,0,1,0,1,0,3,1,2,5,7,2.0,5.0,1.0,440,4.0,5.0,3,241,0,0,0,0,0,0.0,0,6,2006,6,5,142500
778,779,90,3,60.0,8400,2,0.0,1,2,2,1,1,3,5,2,6,5,1977,1977,2,3,11,2.0,320.0,2,4,1,0.0,0.0,0.0,0.0,0,0.0,0,0,6,3,2,5.0,2020,0,0,0,0,2,0,4,2,2,10,7,3.0,2.0,1.0,630,4.0,5.0,3,0,0,0,0,0,0,0.0,0,10,2007,6,5,144000
779,780,90,4,78.0,10530,2,0.0,1,2,2,1,1,5,5,2,2,5,1977,1977,2,3,13,2.0,90.0,2,4,3,3.0,3.0,4.0,6.0,975,4.0,0,0,6,3,2,5.0,1004,0,0,1,0,1,0,2,1,2,4,7,0.0,5.0,1.0,504,4.0,5.0,3,0,0,0,0,0,0,0.0,0,5,2006,6,5,135000
780,781,20,4,63.0,7875,2,0.0,1,2,2,1,1,5,5,4,6,5,1995,1996,2,3,10,2.0,38.0,2,4,6,3.0,4.0,1.0,5.0,0,4.0,0,1237,6,4,2,5.0,1253,0,0,0,0,2,0,3,1,2,6,7,3.0,5.0,3.0,402,4.0,5.0,3,220,21,0,0,0,0,0.0,0,6,2007,6,5,176000
781,782,60,4,65.0,7153,2,0.0,1,2,2,1,1,5,5,4,8,5,1992,1992,2,3,14,0.0,0.0,3,3,6,3.0,3.0,1.0,4.0,387,4.0,0,374,6,5,2,5.0,810,793,0,0,0,2,1,3,1,3,7,7,0.0,5.0,2.0,484,4.0,5.0,3,0,124,0,0,0,0,0.0,0,7,2006,6,5,175900
782,783,20,4,67.0,16285,2,0.0,3,2,2,1,1,5,5,4,6,5,2001,2002,2,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,1413,6,5,2,5.0,1430,0,0,0,0,2,0,3,1,3,6,7,0.0,5.0,2.0,605,4.0,5.0,3,0,33,0,0,0,0,0.0,0,6,2009,6,5,187100
783,784,85,4,0.0,9101,2,0.0,2,2,2,2,1,5,5,4,2,6,1978,1978,2,3,11,2.0,104.0,2,3,6,3.0,3.0,3.0,6.0,1097,4.0,0,0,6,5,2,5.0,1110,0,0,1,0,1,0,1,1,3,4,7,3.0,5.0,3.0,602,4.0,5.0,3,303,30,0,0,0,0,0.0,0,7,2009,6,5,165500
784,785,75,2,35.0,6300,2,1.0,1,2,2,1,1,5,5,4,4,6,1914,2001,2,3,7,0.0,0.0,2,4,3,2.0,3.0,1.0,5.0,0,4.0,0,742,6,5,2,5.0,742,742,0,0,0,2,0,3,1,2,9,7,4.0,0.0,0.0,0,0.0,0.0,3,0,291,134,0,0,0,0.0,0,6,2008,6,5,128000
785,786,20,4,0.0,9790,2,0.0,1,2,2,1,1,3,5,4,6,5,1967,1967,2,3,5,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,251,3.0,630,491,6,3,2,5.0,1342,0,0,0,0,2,0,3,1,2,7,7,4.0,5.0,1.0,457,4.0,5.0,3,0,0,0,0,197,0,0.0,0,9,2009,6,5,161500
786,787,50,2,60.0,10800,2,0.0,1,2,2,1,1,1,5,4,3,6,1915,1950,2,3,6,0.0,0.0,2,3,6,1.0,3.0,1.0,3.0,686,4.0,0,0,6,3,2,5.0,966,686,0,1,0,2,0,4,1,2,7,7,0.0,2.0,1.0,416,4.0,5.0,3,0,0,196,0,0,0,2.0,1200,6,2010,6,5,139000
787,788,60,4,76.0,10142,2,0.0,2,2,2,1,1,5,5,4,8,5,2004,2004,2,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,6.0,656,4.0,0,300,6,5,2,5.0,956,1128,0,1,0,2,1,4,1,3,8,7,0.0,6.0,2.0,618,4.0,5.0,3,0,45,0,0,0,0,0.0,0,1,2010,6,5,233000
788,789,20,2,50.0,6000,2,0.0,1,2,2,2,1,5,5,4,6,7,1954,2000,2,3,6,0.0,0.0,2,4,3,2.0,3.0,1.0,5.0,0,4.0,0,901,6,5,2,5.0,901,0,0,0,0,1,0,2,1,2,4,7,0.0,2.0,1.0,281,2.0,5.0,3,0,0,0,0,0,0,0.0,0,8,2008,6,5,107900
789,790,60,4,0.0,12205,2,0.0,2,3,2,1,1,5,5,4,8,8,1966,2007,2,3,10,2.0,157.0,2,4,3,2.0,2.0,4.0,3.0,568,4.0,0,264,6,4,2,5.0,976,1111,0,0,0,2,1,5,1,3,9,7,0.0,5.0,3.0,444,4.0,5.0,3,133,168,0,0,0,0,0.0,0,7,2007,6,5,187500
790,791,120,4,43.0,3182,2,0.0,1,2,2,1,1,5,5,5,6,5,2005,2006,2,3,14,2.0,11.0,3,4,6,3.0,3.0,1.0,6.0,16,4.0,0,1129,6,5,2,5.0,1145,0,0,0,0,2,0,2,1,3,5,7,4.0,5.0,3.0,397,4.0,5.0,3,100,16,0,0,0,0,0.0,0,9,2009,6,5,160200
791,792,80,4,0.0,11333,2,0.0,2,2,2,2,1,5,5,4,5,5,1976,1976,2,3,10,0.0,0.0,2,4,6,3.0,3.0,3.0,4.0,539,4.0,0,490,6,3,2,5.0,1062,0,0,1,0,1,0,3,1,2,5,7,3.0,5.0,2.0,539,4.0,5.0,3,120,0,0,0,0,0,0.0,0,5,2007,6,5,146800
792,793,60,4,92.0,9920,2,0.0,2,2,2,4,1,5,5,4,8,5,1996,1997,2,3,6,0.0,0.0,3,4,6,3.0,3.0,3.0,6.0,862,4.0,0,255,6,5,2,5.0,1127,886,0,1,0,2,1,3,1,2,8,7,3.0,5.0,1.0,455,4.0,5.0,3,180,130,0,0,0,0,0.0,0,6,2007,6,5,269790
793,794,20,4,76.0,9158,2,0.0,1,2,2,1,1,5,5,4,6,5,2007,2007,2,3,15,3.0,140.0,3,4,6,3.0,3.0,3.0,5.0,0,4.0,0,1496,6,5,2,5.0,1496,0,0,0,0,2,0,3,1,3,7,7,0.0,5.0,3.0,474,4.0,5.0,3,168,130,0,0,0,0,0.0,0,6,2007,8,6,225000
794,795,60,4,0.0,10832,2,0.0,2,2,2,2,1,5,5,4,8,5,1994,1996,2,3,6,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,712,6,5,2,5.0,1086,809,0,0,0,2,1,3,1,3,7,7,3.0,5.0,3.0,409,4.0,5.0,3,143,46,0,0,0,0,2.0,500,10,2008,6,5,194500
795,796,60,4,70.0,8400,2,0.0,1,2,2,1,1,5,5,4,8,6,1980,1981,2,3,10,2.0,130.0,2,4,3,3.0,3.0,1.0,5.0,0,4.0,0,650,6,3,2,5.0,888,676,0,0,0,2,1,3,1,2,7,7,3.0,5.0,1.0,476,4.0,5.0,3,0,50,0,0,204,0,0.0,0,4,2010,6,5,171000
796,797,20,4,71.0,8197,2,0.0,1,2,2,1,1,5,5,4,6,5,1977,1977,2,3,11,2.0,148.0,2,4,3,2.0,3.0,1.0,5.0,0,4.0,0,660,6,5,2,5.0,1285,0,0,0,0,1,1,3,1,2,7,7,3.0,5.0,2.0,528,4.0,5.0,3,138,0,0,0,0,0,0.0,0,4,2007,6,5,143500
797,798,20,4,57.0,7677,2,0.0,1,2,2,1,1,5,5,4,6,5,1953,1953,2,3,14,0.0,0.0,2,4,3,2.0,3.0,1.0,2.0,570,4.0,0,203,6,4,2,5.0,773,0,0,0,0,1,0,2,1,2,4,7,0.0,5.0,1.0,240,4.0,5.0,3,0,0,0,0,0,0,0.0,0,4,2008,6,2,110000
799,800,50,4,60.0,7200,2,0.0,1,2,2,2,1,3,5,4,3,7,1937,1950,2,3,5,2.0,252.0,2,4,2,3.0,3.0,1.0,4.0,569,4.0,0,162,6,5,2,5.0,981,787,0,1,0,1,1,3,1,3,7,7,3.0,2.0,1.0,240,4.0,5.0,3,0,0,264,0,0,0,0.0,0,6,2007,6,5,175000
